B,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration,Obj_permeate_conductivity,Obj_retentate_conductivity
14.210526842105262,19.90677723587106,3.3075644143201854,2.8596641021031437,3.0094372315274183,3.538385842459598,2.595448709013881
15.789474157894736,0.9953388617935531,3.4266731083132567,2.7251000608178164,3.1652978169487063,3.8440986581034373,2.8000072076017095
15.789474157894736,1.9906777235871063,3.314363511598531,2.5889816390668137,3.061860235706107,3.791610351062309,2.692277805216426
15.789474157894736,2.9860165853806593,3.1871463974909893,2.4509384716546276,2.9494598927551694,3.7451996989651426,2.576374973946019
15.789474157894736,3.9813554471742125,3.0407313232852657,2.3128994871642683,2.8263658332886643,3.7044085541487926,2.450500915375832
15.789474157894736,4.976694308967765,2.868419572073573,2.181036014719335,2.690781440907791,3.668854261761064,2.312896078497209
15.789474157894736,5.972033170761319,2.6590518515985493,2.068242988963541,2.541359818196095,3.6382157598879403,2.1623466094189645
15.789474157894736,6.967372032554872,2.3922802252613335,1.9939275661922222,2.3788567010483357,3.6122132718042295,1.9998183305189248
15.789474157894736,7.962710894348425,2.026511726396419,1.9751734189824603,2.210738338050425,3.5905903078273784,1.8328778882574186
15.789474157894736,8.958049756141978,1.4790526122592167,2.0127052558928815,2.0610913638422925,3.5730998620434984,1.6848266157164964
15.789474157894736,9.95338861793553,1.1343139413695387,2.0899114007559323,1.977697905476396,3.559494977688294,1.6006392545298869
17.36842147368421,0.9953388617935531,3.4266489960811803,2.722472967931259,3.165357401369413,3.848164615672438,2.8000700730754615
17.36842147368421,1.9906777235871063,3.3142345729310727,2.5827934902200336,3.0620734323252337,3.799344187607349,2.69249851502511
17.36842147368421,2.9860165853806593,3.1867637297509335,2.4400876469067385,2.949960141781592,3.7562299457190993,2.5768860130846276
17.36842147368421,3.9813554471742125,3.0398455164456206,2.296822601248275,2.8273234819536386,3.71842241057037,2.4514684793445047
17.36842147368421,4.976694308967765,2.8666129475780853,2.1606096073511316,2.692403447222838,3.6855833317985938,2.314518683807079
17.36842147368421,5.972033170761319,2.6555927117450158,2.0472751474696276,2.543869840699416,3.657422465255991,2.1648340378655657
17.36842147368421,6.967372032554872,2.3857864643344167,1.9797286575080681,2.382399403248173,3.6336802372465584,2.0032977526061297
17.36842147368421,7.962710894348425,2.0142162857885495,1.975105641333662,2.215052974866235,3.6141127844653544,1.8370868502869686
17.36842147368421,8.958049756141978,1.4597292708165692,2.0287847188191797,2.064746155447732,3.5984808501455063,1.6884212514795836
17.36842147368421,9.95338861793553,1.1800048839128285,2.1187896263883848,1.9776667724998842,3.5865426207578297,1.6008379824613084
15.789474157894736,10.948727479729083,1.7168158070348127,2.186422119785925,2.0002079022207835,3.5495233357459157,1.6176627999477216
15.789474157894736,11.944066341522637,2.149042275176143,2.2879001017532685,2.1082265666075295,3.542925285240435,1.7181523780803605
15.789474157894736,12.93940520331619,2.4403820332921375,2.3868175121069917,2.250170922497964,3.5394345904136433,1.853762011636534
15.789474157894736,13.934744065109744,2.6550711199462333,2.479990201073795,2.392872850989746,3.5387811001559526,1.991886548954916
15.789474157894736,14.930082926903296,2.8232086629968096,2.5664581109787883,2.524103694899517,3.5406945550868607,2.1198106516503437
15.789474157894736,15.92542178869685,2.9603396348965125,2.646271069125572,2.6413749561283213,3.544908832500699,2.234575961536807
15.789474157894736,16.920760650490404,3.0754093596459673,2.7198867907678603,2.745512630133969,3.55116606869323,2.3367131157668726
15.789474157894736,17.916099512283957,3.1740084061860325,2.7878921197222524,2.838186232887765,3.5592202635172128,2.427720270316946
15.789474157894736,18.91143837407751,3.25985590888713,2.850880686864835,2.9210894641072693,3.568840135617719,2.5091910945726053
15.789474157894736,19.90677723587106,3.335548532783366,2.909403538129504,2.9957085547370017,3.5798111378972135,2.582551381220289
17.36842147368421,10.948727479729083,1.7618218772830345,2.2233812938251334,1.9944142807872918,3.5780501150471125,1.6125001933250238
17.36842147368421,11.944066341522637,2.1827778107435654,2.329272262304263,2.097998938195707,3.572748521615931,1.7087376356954622
17.36842147368421,12.93940520331619,2.46894756772419,2.4302959320144693,2.237828862631335,3.570377769705869,1.8422351120353144
