B,sigma,Obj_mass,Obj_concentration,Obj_retentate_concentration,Obj_permeate_conductivity,Obj_retentate_conductivity
15.789474157894736,0.2631578947368421,1.6071818220553948,2.1108358135605565,3.6361715338205705,3.5600474909970568,1.6100049628549726
15.789474157894736,0.3157894736842105,1.57449220984957,2.1092577639266157,3.634940586660132,3.560003587320753,1.6089049773465276
15.789474157894736,0.3684210526315789,1.5413609070356034,2.1076930332835553,3.6337862692307996,3.5599604071220834,1.607875297033991
15.789474157894736,0.42105263157894735,1.5078128381535247,2.106141494033113,3.632707517559795,3.5599179395616685,1.6069149394888487
15.789474157894736,0.47368421052631576,1.4738832149220003,2.104603021470066,3.631703256901537,3.5598761740643594,1.6060229146883906
15.789474157894736,0.5263157894736842,1.4396198028669187,2.1030774936777754,3.6307724026774224,3.559835100310039,1.6051982257802073
15.789474157894736,0.5789473684210527,1.4050855700188918,2.1015647914282587,3.6299138614172577,3.5597947082248185,1.6044398698458486
15.789474157894736,0.631578947368421,1.3703617337993368,2.1000647980865703,3.6291265316997747,3.559754987972643,1.6037468386617282
15.789474157894736,0.6842105263157894,1.335551193401162,2.09857739951926,3.628409305089789,3.5597159299472354,1.6031181194554924
15.789474157894736,0.7368421052631579,1.3007822875348811,2.097102484006726,3.6277610670696188,3.559677524764424,1.6025526956560803
15.789474157894736,0.7894736842105263,1.2662127449299079,2.0956399421592242,3.6271806979625634,3.559639763254766,1.602049547635871
15.789474157894736,0.8421052631578947,1.2320335912399158,2.09418966683642,3.626667073846311,3.559602636456514,1.6016076534433714
15.789474157894736,0.894736842105263,1.1984726372837586,2.092751553070234,3.6262190674543224,3.559566135608862,1.6012259895250134
15.789474157894736,0.9473684210526315,1.1657970026841973,2.091325497990886,3.6258355490633014,3.5595302521454744,1.600903531434707
15.789474157894736,1.0,1.1343139413695387,2.0899114007559323,3.6255153873650343,3.559494977688294,1.6006392545298869
17.36842147368421,0.0,1.7636354941472387,2.1487380663844067,3.638598342083357,3.5874109195911594,1.6123620821384705
17.36842147368421,0.05263157894736842,1.7355607147865266,2.147059148450081,3.637337037026734,3.58735931023183,1.6112315793548957
17.36842147368421,0.10526315789473684,1.707087132923984,2.145392212885901,3.636144289683001,3.5873084106651,1.610163984983927
17.36842147368421,0.15789473684210525,1.6782120322386547,2.1437371494052355,3.635019226249692,3.587258210626178,1.6091584894550395
17.36842147368421,0.21052631578947367,1.648935143392352,2.1420938502533273,3.6339609642466586,3.5872087000919897,1.6082142771004317
17.36842147368421,0.2631578947368421,1.6192592392823042,2.1404622101194453,3.6329686131760615,3.5871598692730555,1.6073305266922886
17.36842147368421,0.3157894736842105,1.589190848451115,2.138842126052713,3.632041275185891,3.5871117086056983,1.6065064119813157
17.36842147368421,0.3684210526315789,1.5587411066332595,2.1372334973814135,3.6311780457353,3.5870642087446103,1.6057411022352819
17.36842147368421,0.42105263157894735,1.5279267682821354,2.135636225635622,3.630378014260099,3.5870173605557123,1.6050337627763207
17.36842147368421,0.47368421052631576,1.496771401108097,2.1340502144729983,3.629640264836848,3.5869711551093264,1.6043835555158479
17.36842147368421,0.5263157894736842,1.4653067865752671,2.1324753696075653,3.6289638768439856,3.586925583673626,1.6037896394859308
17.36842147368421,0.5789473684210527,1.433574547084798,2.130911598741349,3.6283479256186006,3.5868806377083575,1.6032511713661053
17.36842147368421,0.631578947368421,1.4016280149833693,2.1293588114987534,3.627791483107435,3.586836308858821,1.6027673060045857
17.36842147368421,0.6842105263157894,1.3695343478994548,2.127816919363508,3.6272936185108335,3.5867925889500905,1.6023371969329379
17.36842147368421,0.7368421052631579,1.3373768770459709,2.1262858356181003,3.626853398918397,3.5867494699814673,1.6019599968733278
17.36842147368421,0.7894736842105263,1.3052576473770616,2.1247654752855545,3.6264698899352115,3.5867069441211576,1.6016348582375037
17.36842147368421,0.8421052631578947,1.2733000679033146,2.1232557550734716,3.6261421562975533,3.5866650037011545,1.6013609336167536
17.36842147368421,0.894736842105263,1.2416515343082257,2.1217565933201863,3.6258692624770834,3.5866236412123222,1.601137376262086
17.36842147368421,0.9473684210526315,1.2104858126854448,2.120267909943005,3.6256502732726026,3.586582849299676,1.6009633405540116
