sigma,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration,panel_id
0.0204081632653061,1.07559183673469,-1.2393798634503608,-0.1009209370248987,0.2337248014860813,A
0.0204081632653061,1.21751020408163,-1.2841400256615036,-0.2113051855585008,0.2029578999518665,A
0.0204081632653061,1.35942857142857,-1.331287679848431,-0.3202245381899036,0.1700290133529704,A
0.0204081632653061,1.50134693877551,-1.3810866815828873,-0.4282935641357875,0.1347338490725982,A
0.0204081632653061,1.64326530612245,-1.433845964384513,-0.5361188087149038,0.0968241604379971,A
0.0204081632653061,1.78518367346939,-1.4899300840643148,-0.644310558705703,0.0559991998699828,A
0.0204081632653061,1.92710204081633,-1.549772875258285,-0.7534967156615513,0.0118938600646316,A
0.0204081632653061,2.06902040816327,-1.6138953024653488,-0.864338532150829,-0.0359377148650411,A
0.0204081632653061,2.2109387755102,-1.682928981998738,-0.9775483161038938,-0.0880448934613396,A
0.0204081632653061,2.35285714285714,-1.7576473419194711,-1.093908902534209,-0.1451126596029505,A
0.0204081632653061,2.49477551020408,-1.8390068806563848,-1.2142940339963169,-0.2080078303080601,A
0.0204081632653061,2.63669387755102,-1.928201084636957,-1.339686339025589,-0.2778473221227993,A
0.0204081632653061,2.77861224489796,-2.026727907508884,-1.4711839327914935,-0.3561022386101583,A
0.0204081632653061,2.9205306122449,-2.13646385889976,-1.6099720631410483,-0.4447629523488232,A
0.0204081632653061,3.06244897959184,-2.259709252594798,-1.757201762053074,-0.5466131748664037,A
0.0204081632653061,3.20436734693878,-2.3990720990351737,-1.9136299231536225,-0.6657133159958624,A
0.0204081632653061,3.34628571428571,-2.556731957081119,-2.0786774548520026,-0.8083182045202147,A
0.0204081632653061,3.48820408163265,-2.7315676514205216,-2.248175848800587,-0.9848012585821818,A
0.0204081632653061,3.63012244897959,-2.9098926176891453,-2.409834269476544,-1.2142835826130485,A
0.0204081632653061,3.77204081632653,-3.0454844851161784,-2.5379678423557324,-1.5383192824931462,A
0.0204081632653061,3.91395918367347,-3.0628321504593163,-2.599202285657671,-2.078350355665744,A
0.0204081632653061,4.05587755102041,-2.948953521737957,-2.5804316524675017,-3.341034771501208,A
0.0204081632653061,4.19779591836735,-2.7750073144313125,-2.504280657512247,-2.1795365132885633,A
0.0204081632653061,4.33971428571429,-2.5973275145219046,-2.403948443145002,-1.5480005962307517,A
0.0204081632653061,4.48163265306122,-2.435273981919842,-2.3009379257548774,-1.172530863026618,A
0.0204081632653061,4.62355102040816,-2.2917445887598324,-2.2045900058582353,-0.9024964490416284,A
0.0204081632653061,4.7654693877551,-2.164946532100592,-2.117739907570539,-0.6898331294764832,A
0.0204081632653061,4.90738775510204,-2.052265104316619,-2.040508739213893,-0.5131694134294105,A
0.0204081632653061,5.04930612244898,-1.951304372059023,-1.9720618574032636,-0.3611387149518424,A
0.0204081632653061,5.19122448979592,-1.860088108343519,-1.9113229512020025,-0.2269701922771589,A
0.0204081632653061,5.33314285714286,-1.7770345943622738,-1.8572394586711167,-0.1063006527269162,A
0.0204081632653061,5.4750612244898,-1.7008842875079555,-1.8088679692071763,0.0038505690830845,A
0.0204081632653061,5.61697959183673,-1.63062958227189,-1.7653893983572624,0.1056137615362764,A
0.0204081632653061,5.75889795918367,-1.565457598130404,-1.726099123058631,0.2005678882093289,A
0.0204081632653061,5.90081632653061,-1.5047061144784823,-1.6903896271697096,0.2899192564363517,A
0.0204081632653061,6.04273469387755,-1.4478302388739284,-1.6577324132982734,0.3746137057242035,A
0.0204081632653061,6.18465306122449,-1.394377261309391,-1.6276615759455062,0.455409968832459,A
0.0204081632653061,6.32657142857143,-1.3439676026409435,-1.5997596281686697,0.532929342434602,A
0.0204081632653061,6.46848979591837,-1.296280271446502,-1.573645482763383,0.6076904975982788,A
0.0204081632653061,6.61040816326531,-1.2510416629091037,-1.5489643890387732,0.6801345018943145,A
0.0204081632653061,6.75232653061224,-1.2080168498449952,-1.5253793988152655,0.7506432382754774,A
0.0204081632653061,6.89424489795918,-1.167002747259018,-1.5025642517311857,0.8195533221568999,A
0.0204081632653061,7.03616326530612,-1.1278226978869903,-1.480197451083108,0.8871669727310669,A
0.0204081632653061,7.17808163265306,-1.0903221454553491,-1.457957474173251,0.9537607765810996,A
0.0204081632653061,7.32,-1.0543651480032117,-1.4355190770379191,1.019592821738459,A
0.0408163265306122,0.366,-1.0443467021964492,0.4956139588633171,0.3598234543763435,A
0.0408163265306122,0.507918367346939,-1.0800018594929457,0.3684376908053515,0.3380595535182413,A
0.0408163265306122,0.649836734693878,-1.1171601614089997,0.2458511065564822,0.3146394904172825,A
0.0408163265306122,0.791755102040816,-1.1559537712962455,0.1273237351305484,0.2895296436699907,A
0.0408163265306122,0.933673469387755,-1.1965323833356656,0.0122123340683209,0.2626624801749738,A
0.0408163265306122,1.07559183673469,-1.2390665721804597,-0.1001462202675019,0.2339385995488924,A
0.0408163265306122,1.21751020408163,-1.2837519036200011,-0.2104022727900694,0.2032266775525209,A
0.0408163265306122,1.35942857142857,-1.3308140410949163,-0.3191856558941321,0.1703615307024815,A
0.0408163265306122,1.50134693877551,-1.3805151584868096,-0.4271090491387171,0.1351402984523577,A
0.0408163265306122,1.64326530612245,-1.4331620765143342,-0.5347767128136351,0.0973165431638701,A
0.0408163265306122,1.78518367346939,-1.4891166898432744,-0.6427961781795535,0.0565918127951323,A
0.0408163265306122,1.92710204081633,-1.5488094615000263,-0.751792003978043,0.0126039371176597,A
0.0408163265306122,2.06902040816327,-1.6127570499268304,-0.8624213507987339,-0.0350891381570733,A
0.0408163265306122,2.2109387755102,-1.681585521370162,-0.9753914672188811,-0.0870317893536916,A
0.0408163265306122,2.35285714285714,-1.7560610835055022,-1.0914789045183797,-0.1439023284950668,A
0.0408163265306122,2.49477551020408,-1.8371307664231769,-1.2115495878278684,-0.2065584678637522,A
0.0408163265306122,2.63669387755102,-1.925975594526192,-1.3365765379077752,-0.2761043857163976,A
0.0408163265306122,2.77861224489796,-2.0240772327492813,-1.4676464937816818,-0.3539928252837346,A
0.0408163265306122,2.9205306122449,-2.1332916095221197,-1.6059325609528852,-0.4421867188597377,A
0.0408163265306122,3.06244897959184,-2.255895840201142,-1.7525767494798763,-0.543426905855385,A
0.0408163265306122,3.20436734693878,-2.394482304065364,-1.908341992422141,-0.6617029288495819,A
0.0408163265306122,3.34628571428571,-2.551263462803626,-2.072703167495613,-0.803143602901683,A
0.0408163265306122,3.48820408163265,-2.7253441621997845,-2.241673570718489,-0.9778749553618726,A
0.0408163265306122,3.63012244897959,-2.9038694238546343,-2.4034118793143437,-1.204458293935582,A
0.0408163265306122,3.77204081632653,-3.0424420164226915,-2.5329533638948365,-1.5228655820824537,A
0.0408163265306122,3.91395918367347,-3.065772096529647,-2.5971501973242845,-2.0478661227407704,A
0.0408163265306122,4.05587755102041,-2.9565008996920192,-2.581665253322878,-3.289888533534856,A
0.0408163265306122,4.19779591836735,-2.7839844670447524,-2.5077171558118847,-2.222221839954422,A
0.0408163265306122,4.33971428571429,-2.6061462189790428,-2.4083690575288914,-1.570696337763103,A
0.0408163265306122,4.48163265306122,-2.4434935067520347,-2.3056041086336867,-1.188551290759621,A
0.0408163265306122,4.62355102040816,-2.29933052611628,-2.209157442056499,-0.915258831177186,A
0.0408163265306122,4.7654693877551,-2.1719731039617605,-2.122073318349126,-0.7006963715465098,A
0.0408163265306122,4.90738775510204,-2.0588227263949226,-2.0445684434373854,-0.5228101680619535,A
0.0408163265306122,5.04930612244898,-1.9574745746180664,-1.9758488516351616,-0.3699437439868352,A
0.0408163265306122,5.19122448979592,-1.8659388038577591,-1.9148542355565057,-0.2351825497207758,A
0.0408163265306122,5.33314285714286,-1.7826210542342436,-1.8605372674242424,-0.1140842587523069,A
0.0408163265306122,5.4750612244898,-1.7062513624892115,-1.8119552617542936,-0.003621213821446,A
0.0408163265306122,5.61697959183673,-1.6358138656429662,-1.7682881328744915,0.0983663740813858,A
0.0408163265306122,5.75889795918367,-1.5704892189930182,-1.7288297876290493,0.1934767691302575,A
0.0408163265306122,5.90081632653061,-1.509610146138806,-1.6929713315582924,0.2829292787151425,A
0.0408163265306122,6.04273469387755,-1.452627784633924,-1.660183234478791,0.3676786488337589,A
0.0408163265306122,6.18465306122449,-1.3990862886436222,-1.6299990123178798,0.4484897519958168,A
0.0408163265306122,6.32657142857143,-1.3486035864258836,-1.6020011086906167,0.5259880710436321,A
0.0408163265306122,6.46848979591837,-1.300856693614436,-1.5758089055348397,0.6006949855664354,A
0.0408163265306122,6.61040816326531,-1.2555704043928495,-1.5510686869754158,0.6730531653626798,A
0.0408163265306122,6.75232653061224,-1.2125085013035235,-1.5274451477888973,0.7434451126149642,A
0.0408163265306122,6.89424489795918,-1.171466858421187,-1.504614280362979,0.8122073518657216,A
0.0408163265306122,7.03616326530612,-1.1322679802006292,-1.4822575114746726,0.8796411902074333,A
0.0408163265306122,7.17808163265306,-1.0947566393407218,-1.4600569227371902,0.946021602662669,A
0.0408163265306122,7.32,-1.058796362990715,-1.437691583571448,1.0116042931519396,A
0.0612244897959184,0.366,-1.0442845630484727,0.4958270861847201,0.3598618996163954,A
0.0612244897959184,0.507918367346939,-1.0799036512897289,0.3687531646872082,0.3381217827884545,A
