sigma,beta_1,log10_obj_cr
0.5882352941176471,0.2732915905492031,nan
0.6470588235294118,0.2732915905492031,nan
0.7058823529411764,0.2732915905492031,nan
0.7647058823529411,0.2732915905492031,nan
0.8235294117647058,0.2732915905492031,nan
0.8823529411764706,0.2732915905492031,nan
0.9411764705882353,0.2732915905492031,nan
1.0,0.2732915905492031,nan
0.0,0.29360008948216443,nan
0.058823529411764705,0.29360008948216443,nan
0.11764705882352941,0.29360008948216443,nan
0.1764705882352941,0.29360008948216443,nan
0.23529411764705882,0.29360008948216443,nan
0.29411764705882354,0.29360008948216443,2.0585837713019637
0.3529411764705882,0.29360008948216443,nan
0.4117647058823529,0.29360008948216443,nan
0.47058823529411764,0.29360008948216443,nan
0.5294117647058824,0.29360008948216443,nan
0.5882352941176471,0.29360008948216443,nan
0.6470588235294118,0.29360008948216443,nan
0.7058823529411764,0.29360008948216443,nan
0.7647058823529411,0.29360008948216443,nan
0.8235294117647058,0.29360008948216443,nan
0.8823529411764706,0.29360008948216443,nan
0.9411764705882353,0.29360008948216443,nan
1.0,0.29360008948216443,nan
0.0,0.3139085884151258,nan
0.058823529411764705,0.3139085884151258,nan
0.11764705882352941,0.3139085884151258,nan
0.1764705882352941,0.3139085884151258,nan
0.23529411764705882,0.3139085884151258,nan
0.29411764705882354,0.3139085884151258,nan
0.3529411764705882,0.3139085884151258,nan
0.4117647058823529,0.3139085884151258,nan
0.47058823529411764,0.3139085884151258,nan
0.5294117647058824,0.3139085884151258,2.05582565026764
0.5882352941176471,0.3139085884151258,nan
0.6470588235294118,0.3139085884151258,nan
0.7058823529411764,0.3139085884151258,nan
0.7647058823529411,0.3139085884151258,nan
0.8235294117647058,0.3139085884151258,nan
0.8823529411764706,0.3139085884151258,nan
0.9411764705882353,0.3139085884151258,nan
1.0,0.3139085884151258,nan
0.0,0.3342170873480872,nan
0.058823529411764705,0.3342170873480872,2.0771187842823577
0.11764705882352941,0.3342170873480872,2.0751797215814523
0.1764705882352941,0.3342170873480872,nan
0.23529411764705882,0.3342170873480872,nan
0.29411764705882354,0.3342170873480872,nan
0.3529411764705882,0.3342170873480872,nan
0.4117647058823529,0.3342170873480872,nan
0.47058823529411764,0.3342170873480872,nan
0.5294117647058824,0.3342170873480872,nan
0.5882352941176471,0.3342170873480872,nan
0.6470588235294118,0.3342170873480872,nan
0.7058823529411764,0.3342170873480872,nan
0.7647058823529411,0.3342170873480872,nan
0.8235294117647058,0.3342170873480872,nan
0.8823529411764706,0.3342170873480872,nan
0.9411764705882353,0.3342170873480872,nan
1.0,0.3342170873480872,nan
