beta_0,Lp,log10_obj_cr
1.735460900839444,16.12198903543175,nan
1.9165016782651412,16.12198903543175,nan
2.0975424556908386,16.12198903543175,nan
2.278583233116536,16.12198903543175,nan
2.4596240105422336,16.12198903543175,nan
2.6406647879679306,16.12198903543175,nan
2.821705565393628,16.12198903543175,nan
3.0027463428193255,16.12198903543175,nan
3.183787120245023,16.12198903543175,nan
0.10609390400816746,17.136286358852953,nan
0.28713468143386484,17.136286358852953,nan
0.46817545885956224,17.136286358852953,nan
0.6492162362852596,17.136286358852953,nan
0.830257013710957,17.136286358852953,nan
1.0112977911366543,17.136286358852953,nan
1.1923385685623518,17.136286358852953,nan
1.373379345988049,17.136286358852953,nan
1.5544201234137465,17.136286358852953,nan
1.735460900839444,17.136286358852953,nan
1.9165016782651412,17.136286358852953,nan
2.0975424556908386,17.136286358852953,nan
2.278583233116536,17.136286358852953,nan
2.4596240105422336,17.136286358852953,nan
2.6406647879679306,17.136286358852953,nan
2.821705565393628,17.136286358852953,nan
3.0027463428193255,17.136286358852953,nan
3.183787120245023,17.136286358852953,nan
0.10609390400816746,18.150583682274156,nan
0.28713468143386484,18.150583682274156,nan
0.46817545885956224,18.150583682274156,nan
0.6492162362852596,18.150583682274156,nan
0.830257013710957,18.150583682274156,nan
1.0112977911366543,18.150583682274156,nan
1.1923385685623518,18.150583682274156,nan
1.373379345988049,18.150583682274156,nan
1.5544201234137465,18.150583682274156,nan
1.735460900839444,18.150583682274156,nan
1.9165016782651412,18.150583682274156,nan
2.0975424556908386,18.150583682274156,nan
2.278583233116536,18.150583682274156,nan
2.4596240105422336,18.150583682274156,nan
2.6406647879679306,18.150583682274156,nan
2.821705565393628,18.150583682274156,nan
3.0027463428193255,18.150583682274156,nan
3.183787120245023,18.150583682274156,nan
